,Country_N,Country,Team_Matches_Played,Matches_Won,Points,Rating,Matches_Lost,Matches_Tied,Win_outcome,Matches_With_No_Result,Win/Loss_Ratio,Avg_Runs_Per_Wicket_Batting,Avg_Runs_Per_Six_Balls_Batting,Number_Of_Team_Innings_Batting,Highest_Team_Score_Batting,Lowest_Completed_Score_Batting,Avg_Runs_Per_Wicket_Bowling,Avg_Runs_Per_Six_Balls_Bowling,Number_Of_Team_Innings_Bowling,Highest_Team_Score_Bowling,Lowest_Completed_Score_Bowling,Pos,Matches,Partners,Partnership_Career_Span,Partnership_Career_Start,Partnership_Career_End,Number_Of_Partnerships,Unbroken_Partnerships,Total_Partnership_Runs,Highest_Partnership,Avg_Partnership_Per_Dismissal,Century_Partnerships,Fifty_Runs_And_Over_Partnerships,Margin,Target,Opposition,Ground,Match_Date,Scorecard
3298,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MC Henriques, JR Hopes",2009-2009,2009,2009,1,0,3,3,3,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3299,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MC Henriques, JR Hopes",2009-2009,2009,2009,1,0,3,3,3,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3300,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MG Johnson, TD Paine",2010-2010,2010,2010,1,0,3,3,3,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3301,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MG Johnson, TD Paine",2010-2010,2010,2010,1,0,3,3,3,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3302,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MG Johnson, TD Paine",2010-2010,2010,2010,1,0,3,3,3,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3303,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MG Johnson, TD Paine",2010-2010,2010,2010,1,0,3,3,3,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3304,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MG Johnson, TD Paine",2010-2010,2010,2010,1,0,3,3,3,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3305,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MG Johnson, TD Paine",2010-2010,2010,2010,1,0,3,3,3,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3306,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MG Johnson, TD Paine",2010-2010,2010,2010,1,0,3,3,3,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3307,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"MG Johnson, TD Paine",2010-2010,2010,2010,1,0,3,3,3,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3308,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"B Lee, DR Martyn",2005-2005,2005,2005,1,0,3,3,3,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3309,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"B Lee, DR Martyn",2005-2005,2005,2005,1,0,3,3,3,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3310,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"B Lee, DR Martyn",2005-2005,2005,2005,1,0,3,3,3,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3311,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"B Lee, DR Martyn",2005-2005,2005,2005,1,0,3,3,3,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3312,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"B Lee, DR Martyn",2005-2005,2005,2005,1,0,3,3,3,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3313,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"B Lee, DR Martyn",2005-2005,2005,2005,1,0,3,3,3,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3314,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"B Lee, DR Martyn",2005-2005,2005,2005,1,0,3,3,3,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3315,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"B Lee, DR Martyn",2005-2005,2005,2005,1,0,3,3,3,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3316,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"AC Agar, JP Faulkner",2016-2016,2016,2016,1,0,2,2,2,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3317,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"AC Agar, JP Faulkner",2016-2016,2016,2016,1,0,2,2,2,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3318,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"AC Agar, JP Faulkner",2016-2016,2016,2016,1,0,2,2,2,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3319,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"AC Agar, JP Faulkner",2016-2016,2016,2016,1,0,2,2,2,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3320,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"AC Agar, JP Faulkner",2016-2016,2016,2016,1,0,2,2,2,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3321,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"AC Agar, JP Faulkner",2016-2016,2016,2016,1,0,2,2,2,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3322,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"AC Agar, JP Faulkner",2016-2016,2016,2016,1,0,2,2,2,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3323,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"AC Agar, JP Faulkner",2016-2016,2016,2016,1,0,2,2,2,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3324,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"GJ Bailey, SR Watson",2014-2014,2014,2014,1,0,2,2,2,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3325,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"GJ Bailey, SR Watson",2014-2014,2014,2014,1,0,2,2,2,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3326,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"GJ Bailey, SR Watson",2014-2014,2014,2014,1,0,2,2,2,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3327,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"GJ Bailey, SR Watson",2014-2014,2014,2014,1,0,2,2,2,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3328,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"GJ Bailey, SR Watson",2014-2014,2014,2014,1,0,2,2,2,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3329,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"GJ Bailey, SR Watson",2014-2014,2014,2014,1,0,2,2,2,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3330,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"GJ Bailey, SR Watson",2014-2014,2014,2014,1,0,2,2,2,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3331,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"GJ Bailey, SR Watson",2014-2014,2014,2014,1,0,2,2,2,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3332,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DE Bollinger, GB Hogg",2014-2014,2014,2014,1,0,2,2,2,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3333,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DE Bollinger, GB Hogg",2014-2014,2014,2014,1,0,2,2,2,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3334,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DE Bollinger, GB Hogg",2014-2014,2014,2014,1,0,2,2,2,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3335,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DE Bollinger, GB Hogg",2014-2014,2014,2014,1,0,2,2,2,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3336,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DE Bollinger, GB Hogg",2014-2014,2014,2014,1,0,2,2,2,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3337,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DE Bollinger, GB Hogg",2014-2014,2014,2014,1,0,2,2,2,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3338,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DE Bollinger, GB Hogg",2014-2014,2014,2014,1,0,2,2,2,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3339,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DE Bollinger, GB Hogg",2014-2014,2014,2014,1,0,2,2,2,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3340,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, SW Tait",2016-2016,2016,2016,1,0,2,2,2,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3341,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, SW Tait",2016-2016,2016,2016,1,0,2,2,2,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3342,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, SW Tait",2016-2016,2016,2016,1,0,2,2,2,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3343,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, SW Tait",2016-2016,2016,2016,1,0,2,2,2,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3344,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, SW Tait",2016-2016,2016,2016,1,0,2,2,2,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3345,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, SW Tait",2016-2016,2016,2016,1,0,2,2,2,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3346,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, SW Tait",2016-2016,2016,2016,1,0,2,2,2,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3347,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, SW Tait",2016-2016,2016,2016,1,0,2,2,2,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3348,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, CL White",2014-2014,2014,2014,1,1,2,2*,-,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3349,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, CL White",2014-2014,2014,2014,1,1,2,2*,-,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3350,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, CL White",2014-2014,2014,2014,1,1,2,2*,-,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3351,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, CL White",2014-2014,2014,2014,1,1,2,2*,-,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3352,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, CL White",2014-2014,2014,2014,1,1,2,2*,-,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3353,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, CL White",2014-2014,2014,2014,1,1,2,2*,-,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3354,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, CL White",2014-2014,2014,2014,1,1,2,2*,-,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3355,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"CJ Boyce, CL White",2014-2014,2014,2014,1,1,2,2*,-,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3356,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, NM Coulter-Nile",2017-2017,2017,2017,1,0,2,2,2,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3357,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, NM Coulter-Nile",2017-2017,2017,2017,1,0,2,2,2,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3358,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, NM Coulter-Nile",2017-2017,2017,2017,1,0,2,2,2,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3359,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, NM Coulter-Nile",2017-2017,2017,2017,1,0,2,2,2,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3360,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, NM Coulter-Nile",2017-2017,2017,2017,1,0,2,2,2,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3361,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, NM Coulter-Nile",2017-2017,2017,2017,1,0,2,2,2,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3362,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, NM Coulter-Nile",2017-2017,2017,2017,1,0,2,2,2,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3363,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, NM Coulter-Nile",2017-2017,2017,2017,1,0,2,2,2,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3364,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, TM Head",2017-2017,2017,2017,1,0,2,2,2,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3365,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, TM Head",2017-2017,2017,2017,1,0,2,2,2,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3366,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, TM Head",2017-2017,2017,2017,1,0,2,2,2,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3367,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, TM Head",2017-2017,2017,2017,1,0,2,2,2,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3368,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, TM Head",2017-2017,2017,2017,1,0,2,2,2,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3369,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, TM Head",2017-2017,2017,2017,1,0,2,2,2,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3370,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, TM Head",2017-2017,2017,2017,1,0,2,2,2,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3371,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"DT Christian, TM Head",2017-2017,2017,2017,1,0,2,2,2,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3372,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, BCJ Cutting",2013-2013,2013,2013,1,0,2,2,2,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3373,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, BCJ Cutting",2013-2013,2013,2013,1,0,2,2,2,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3374,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, BCJ Cutting",2013-2013,2013,2013,1,0,2,2,2,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3375,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, BCJ Cutting",2013-2013,2013,2013,1,0,2,2,2,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3376,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, BCJ Cutting",2013-2013,2013,2013,1,0,2,2,2,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3377,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, BCJ Cutting",2013-2013,2013,2013,1,0,2,2,2,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3378,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, BCJ Cutting",2013-2013,2013,2013,1,0,2,2,2,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3379,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, BCJ Cutting",2013-2013,2013,2013,1,0,2,2,2,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3380,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, MP Stoinis",2015-2015,2015,2015,1,0,2,2,2,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3381,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, MP Stoinis",2015-2015,2015,2015,1,0,2,2,2,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3382,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, MP Stoinis",2015-2015,2015,2015,1,0,2,2,2,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3383,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, MP Stoinis",2015-2015,2015,2015,1,0,2,2,2,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3384,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, MP Stoinis",2015-2015,2015,2015,1,0,2,2,2,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3385,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, MP Stoinis",2015-2015,2015,2015,1,0,2,2,2,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3386,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, MP Stoinis",2015-2015,2015,2015,1,0,2,2,2,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3387,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"NM Coulter-Nile, MP Stoinis",2015-2015,2015,2015,1,0,2,2,2,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
3388,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"XJ Doherty, JL Pattinson",2012-2012,2012,2012,1,1,2,2*,-,0,0,95 runs,210,v South Africa,Brisbane,09-Jan-06,T20I # 4
3389,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"XJ Doherty, JL Pattinson",2012-2012,2012,2012,1,1,2,2*,-,0,0,94 runs,169,v Pakistan,Dubai (DSC),10-Sep-12,T20I # 259
3390,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"XJ Doherty, JL Pattinson",2012-2012,2012,2012,1,1,2,2*,-,0,0,85 runs,264,v Sri Lanka,Pallekele,06-Sep-16,T20I # 565
3391,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"XJ Doherty, JL Pattinson",2012-2012,2012,2012,1,1,2,2*,-,0,0,84 runs,196,v England,Sydney,02-Feb-14,T20I # 356
3392,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"XJ Doherty, JL Pattinson",2012-2012,2012,2012,1,1,2,2*,-,0,0,81 runs,169,v Sri Lanka,Bridgetown,09-May-10,T20I # 170
3393,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"XJ Doherty, JL Pattinson",2012-2012,2012,2012,1,1,2,2*,-,0,0,77 runs,222,v England,Sydney,09-Jan-07,T20I # 13
3394,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"XJ Doherty, JL Pattinson",2012-2012,2012,2012,1,1,2,2*,-,0,0,54 runs,187,v New Zealand,Perth,11-Dec-07,T20I # 49
3395,2,Australia,95,48,1665,111,44,2,0,1,1.09,25.32,8.35,95,263,79,23.01,7.86,95,214,74,7,15,"XJ Doherty, JL Pattinson",2012-2012,2012,2012,1,1,2,2*,-,0,0,52 runs,183,v South Africa,Melbourne,11-Jan-09,T20I # 80
