"Country_N","Country","Team_Matches_Played","Matches_Won","Points","Rating","Matches_Lost","Matches_Tied","Win_outcome","Avg_Runs_Per_Wicket_Batting","Avg_Runs_Per_Six_Balls_Batting","Highest_Team_Score_Batting","Avg_Runs_Per_Wicket_Bowling","Avg_Runs_Per_Six_Balls_Bowling","Number_Of_Team_Innings_Bowling","Highest_Team_Score_Bowling","Lowest_Completed_Score_Bowling","Partners","Partnership_Career_Span","Number_Of_Partnerships","Unbroken_Partnerships","Total_Partnership_Runs","Highest_Partnership","Avg_Partnership_Per_Dismissal","Century_Partnerships","Fifty_Runs_And_Over_Partnerships","Margin","Target","Opposition","Ground","Match_Date"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, MJ Lumb","2012-2014",18,1,705,"143*","41.47",2,3,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, MJ Lumb","2012-2014",18,1,705,"143*","41.47",2,3,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, MJ Lumb","2012-2014",18,1,705,"143*","41.47",2,3,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, MJ Lumb","2012-2014",18,1,705,"143*","41.47",2,3,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, MJ Lumb","2012-2014",18,1,705,"143*","41.47",2,3,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, EJG Morgan","2012-2017",18,4,541,"114*","38.64",1,2,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, EJG Morgan","2012-2017",18,4,541,"114*","38.64",1,2,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, EJG Morgan","2012-2017",18,4,541,"114*","38.64",1,2,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, EJG Morgan","2012-2017",18,4,541,"114*","38.64",1,2,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, EJG Morgan","2012-2017",18,4,541,"114*","38.64",1,2,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, LJ Wright","2009-2013",15,0,467,"95","31.13",0,4,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, LJ Wright","2009-2013",15,0,467,"95","31.13",0,4,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, LJ Wright","2009-2013",15,0,467,"95","31.13",0,4,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, LJ Wright","2009-2013",15,0,467,"95","31.13",0,4,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, LJ Wright","2009-2013",15,0,467,"95","31.13",0,4,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JJ Roy","2014-2017",16,0,449,"82","28.06",0,2,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JJ Roy","2014-2017",16,0,449,"82","28.06",0,2,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JJ Roy","2014-2017",16,0,449,"82","28.06",0,2,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JJ Roy","2014-2017",16,0,449,"82","28.06",0,2,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JJ Roy","2014-2017",16,0,449,"82","28.06",0,2,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, KP Pietersen","2010-2012",10,0,443,"111","44.3",1,2,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, KP Pietersen","2010-2012",10,0,443,"111","44.3",1,2,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, KP Pietersen","2010-2012",10,0,443,"111","44.3",1,2,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, KP Pietersen","2010-2012",10,0,443,"111","44.3",1,2,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, KP Pietersen","2010-2012",10,0,443,"111","44.3",1,2,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, EJG Morgan","2012-2016",10,1,375,"152","41.66",2,0,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, EJG Morgan","2012-2016",10,1,375,"152","41.66",2,0,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, EJG Morgan","2012-2016",10,1,375,"152","41.66",2,0,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, EJG Morgan","2012-2016",10,1,375,"152","41.66",2,0,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, EJG Morgan","2012-2016",10,1,375,"152","41.66",2,0,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, KP Pietersen","2007-2011",14,0,370,"100","26.42",1,1,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, KP Pietersen","2007-2011",14,0,370,"100","26.42",1,1,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, KP Pietersen","2007-2011",14,0,370,"100","26.42",1,1,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, KP Pietersen","2007-2011",14,0,370,"100","26.42",1,1,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, KP Pietersen","2007-2011",14,0,370,"100","26.42",1,1,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, LJ Wright","2012-2014",14,1,358,"69","27.53",0,3,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, LJ Wright","2012-2014",14,1,358,"69","27.53",0,3,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, LJ Wright","2012-2014",14,1,358,"69","27.53",0,3,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, LJ Wright","2012-2014",14,1,358,"69","27.53",0,3,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, LJ Wright","2012-2014",14,1,358,"69","27.53",0,3,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, JE Root","2013-2017",10,1,348,"75","38.66",0,3,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, JE Root","2013-2017",10,1,348,"75","38.66",0,3,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, JE Root","2013-2017",10,1,348,"75","38.66",0,3,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, JE Root","2013-2017",10,1,348,"75","38.66",0,3,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JC Buttler, JE Root","2013-2017",10,1,348,"75","38.66",0,3,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JE Root","2014-2017",11,0,327,"64","29.72",0,4,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JE Root","2014-2017",11,0,327,"64","29.72",0,4,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JE Root","2014-2017",11,0,327,"64","29.72",0,4,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JE Root","2014-2017",11,0,327,"64","29.72",0,4,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, JE Root","2014-2017",11,0,327,"64","29.72",0,4,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, JE Root","2013-2017",15,0,323,"83","21.53",0,2,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, JE Root","2013-2017",15,0,323,"83","21.53",0,2,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, JE Root","2013-2017",15,0,323,"83","21.53",0,2,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, JE Root","2013-2017",15,0,323,"83","21.53",0,2,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, JE Root","2013-2017",15,0,323,"83","21.53",0,2,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, KP Pietersen","2009-2012",10,2,306,"112*","38.25",1,1,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, KP Pietersen","2009-2012",10,2,306,"112*","38.25",1,1,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, KP Pietersen","2009-2012",10,2,306,"112*","38.25",1,1,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, KP Pietersen","2009-2012",10,2,306,"112*","38.25",1,1,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"EJG Morgan, KP Pietersen","2009-2012",10,2,306,"112*","38.25",1,1,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, OA Shah","2007-2009",7,0,295,"102","42.14",1,1,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, OA Shah","2007-2009",7,0,295,"102","42.14",1,1,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, OA Shah","2007-2009",7,0,295,"102","42.14",1,1,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, OA Shah","2007-2009",7,0,295,"102","42.14",1,1,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, OA Shah","2007-2009",7,0,295,"102","42.14",1,1,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, MJ Lumb","2010-2012",9,0,230,"68","25.55",0,1,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, MJ Lumb","2010-2012",9,0,230,"68","25.55",0,1,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, MJ Lumb","2010-2012",9,0,230,"68","25.55",0,1,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, MJ Lumb","2010-2012",9,0,230,"68","25.55",0,1,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"C Kieswetter, MJ Lumb","2010-2012",9,0,230,"68","25.55",0,1,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, C Kieswetter","2011-2012",11,1,224,"128*","22.4",1,0,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, C Kieswetter","2011-2012",11,1,224,"128*","22.4",1,0,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, C Kieswetter","2011-2012",11,1,224,"128*","22.4",1,0,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, C Kieswetter","2011-2012",11,1,224,"128*","22.4",1,0,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"AD Hales, C Kieswetter","2011-2012",11,1,224,"128*","22.4",1,0,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, AD Hales","2012-2014",3,1,208,"159","104",1,0,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, AD Hales","2012-2014",3,1,208,"159","104",1,0,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, AD Hales","2012-2014",3,1,208,"159","104",1,0,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, AD Hales","2012-2014",3,1,208,"159","104",1,0,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, AD Hales","2012-2014",3,1,208,"159","104",1,0,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, EJG Morgan","2010-2014",9,0,181,"73","20.11",0,1,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, EJG Morgan","2010-2014",9,0,181,"73","20.11",0,1,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, EJG Morgan","2010-2014",9,0,181,"73","20.11",0,1,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, EJG Morgan","2010-2014",9,0,181,"73","20.11",0,1,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, EJG Morgan","2010-2014",9,0,181,"73","20.11",0,1,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"KP Pietersen, IJL Trott","2007-2010",5,0,179,"98","35.8",0,2,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"KP Pietersen, IJL Trott","2007-2010",5,0,179,"98","35.8",0,2,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"KP Pietersen, IJL Trott","2007-2010",5,0,179,"98","35.8",0,2,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"KP Pietersen, IJL Trott","2007-2010",5,0,179,"98","35.8",0,2,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"KP Pietersen, IJL Trott","2007-2010",5,0,179,"98","35.8",0,2,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, EJG Morgan","2009-2011",5,1,178,"98","44.5",0,1,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, EJG Morgan","2009-2011",5,1,178,"98","44.5",0,1,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, EJG Morgan","2009-2011",5,1,178,"98","44.5",0,1,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, EJG Morgan","2009-2011",5,1,178,"98","44.5",0,1,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"PD Collingwood, EJG Morgan","2009-2011",5,1,178,"98","44.5",0,1,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, JC Buttler","2013-2014",7,0,171,"45","24.42",0,0,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, JC Buttler","2013-2014",7,0,171,"45","24.42",0,0,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, JC Buttler","2013-2014",7,0,171,"45","24.42",0,0,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, JC Buttler","2013-2014",7,0,171,"45","24.42",0,0,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, JC Buttler","2013-2014",7,0,171,"45","24.42",0,0,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, LJ Wright","2009-2014",8,0,160,"102","20",1,0,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, LJ Wright","2009-2014",8,0,160,"102","20",1,0,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, LJ Wright","2009-2014",8,0,160,"102","20",1,0,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, LJ Wright","2009-2014",8,0,160,"102","20",1,0,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, LJ Wright","2009-2014",8,0,160,"102","20",1,0,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"MM Ali, EJG Morgan","2014-2016",5,0,155,"135","31",1,0,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"MM Ali, EJG Morgan","2014-2016",5,0,155,"135","31",1,0,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"MM Ali, EJG Morgan","2014-2016",5,0,155,"135","31",1,0,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"MM Ali, EJG Morgan","2014-2016",5,0,155,"135","31",1,0,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"MM Ali, EJG Morgan","2014-2016",5,0,155,"135","31",1,0,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JM Bairstow, AD Hales","2012-2017",3,1,155,"98*","77.5",0,2,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JM Bairstow, AD Hales","2012-2017",3,1,155,"98*","77.5",0,2,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JM Bairstow, AD Hales","2012-2017",3,1,155,"98*","77.5",0,2,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JM Bairstow, AD Hales","2012-2017",3,1,155,"98*","77.5",0,2,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"JM Bairstow, AD Hales","2012-2017",3,1,155,"98*","77.5",0,2,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, KP Pietersen","2009-2012",5,0,147,"71","29.4",0,2,"116 runs",197,"v Afghanistan","Colombo (RPS)","21-Sep-12"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, KP Pietersen","2009-2012",5,0,147,"71","29.4",0,2,"100 runs",180,"v Australia","Southampton","13-Jun-05"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, KP Pietersen","2009-2012",5,0,147,"71","29.4",0,2,"56 runs",192,"v New Zealand","Manchester","23-Jun-15"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, KP Pietersen","2009-2012",5,0,147,"71","29.4",0,2,"50 runs",189,"v Zimbabwe","Cape Town","13-Sep-07"
1,"England",96,46,2029,119,45,1,1,24.32,8.14,230,24.27,8.08,95,248,79,"RS Bopara, KP Pietersen","2009-2012",5,0,147,"71","29.4",0,2,"50 runs",194,"v New Zealand","Christchurch","07-Feb-08"
