Player,Career Span,Career Start,Career End,Matches Played,Innings Batted,Not Outs,Runs Scored,Highest Innings Score,Highest Innings Score Num,Batting Avg,Balls Faced,Batting Strike Rate,Hundreds Scored,Scores Of Fifty Or More,Ducks Scored,Boundary Fours,Boundary Sixes,Country,Player Count,1000+ Runs Scored,25+ Batting Avg,120+ Batting Strike Rate
A Mehmood (2016-2016),2016-2016,2016,2016,2,1,1,0,0*,0,-,1,0.00,0,0,0,0,0,Hong Kong,1,0,0,0
A Vala (2015-2017),2015-2017,2015,2017,9,9,1,139,34*,34,17.37,161,86.33,0,0,0,11,3,P.N.G.,1,0,0,0
S Bau (2016-2017),2016-2017,2016,2017,6,6,1,116,30,30,23.20,106,109.43,0,0,1,4,5,P.N.G.,1,0,0,0
MD Dai (2015-2017),2015-2017,2015,2017,9,8,0,105,31,31,13.12,128,82.03,0,0,0,4,0,P.N.G.,1,0,0,0
N Vanua (2015-2017),2015-2017,2015,2017,9,8,4,102,28*,28,25.50,62,164.51,0,0,1,4,7,P.N.G.,1,0,0,0
TP Ura (2015-2017),2015-2017,2015,2017,6,6,0,99,32,32,16.50,87,113.79,0,0,0,13,1,P.N.G.,1,0,0,0
CJA Amini (2015-2016),2015-2016,2015,2016,6,5,1,90,37*,37,22.50,97,92.78,0,0,0,4,1,P.N.G.,1,0,0,0
L Siaka (2015-2017),2015-2017,2015,2017,9,9,0,78,31,31,8.66,91,85.71,0,0,2,7,2,P.N.G.,1,0,0,0
JNT Vare (2015-2017),2015-2017,2015,2017,8,7,0,68,38,38,9.71,71,95.77,0,0,0,4,0,P.N.G.,1,0,0,0
K Pala (2015-2015),2015-2015,2015,2015,2,2,1,41,22*,22,41.00,30,136.66,0,0,0,4,2,P.N.G.,1,0,0,0
VV Morea (2015-2017),2015-2017,2015,2017,5,5,0,35,19,19,7.00,44,79.54,0,0,1,4,0,P.N.G.,1,0,0,0
CA Soper (2015-2017),2015-2017,2015,2017,5,3,2,18,8*,8,18.00,33,54.54,0,0,0,0,0,P.N.G.,1,0,0,0
JB Reva (2015-2017),2015-2017,2015,2017,6,4,0,16,7,7,4.00,22,72.72,0,0,0,1,1,P.N.G.,1,0,0,0
N Pokana (2016-2016),2016-2016,2016,2016,3,2,1,10,8*,8,10.00,17,58.82,0,0,0,0,0,P.N.G.,1,0,0,0
P Raho (2016-2016),2016-2016,2016,2016,2,2,2,10,8*,8,-,6,166.66,0,0,0,0,1,P.N.G.,1,0,0,0
A Nao (2017-2017),2017-2017,2017,2017,2,2,2,7,7*,7,-,4,175.00,0,0,0,1,0,P.N.G.,1,0,0,0
WT Gavera (2015-2017),2015-2017,2015,2017,6,2,0,3,2,2,1.50,6,50.00,0,0,0,0,0,P.N.G.,1,0,0,0
H Hiri (2016-2016),2016-2016,2016,2016,2,2,0,2,1,1,1.00,5,40.00,0,0,0,0,0,P.N.G.,1,0,0,0
L Nou (2015-2015),2015-2015,2015,2015,3,1,1,2,2*,2,-,3,66.66,0,0,0,0,0,P.N.G.,1,0,0,0
D Bau (2017-2017),2017-2017,2017,2017,1,-,-,-,-,-,-,-,-,-,-,-,-,-,P.N.G.,1,0,0,0
Shakib Al Hasan (2006-2017),2006-2017,2006,2017,61,61,8,1223,84,84,23.07,1009,121.20,0,6,4,121,27,Bangladesh,1,1,0,1
Tamim Iqbal (2007-2017),2007-2017,2007,2017,56,56,5,1202,103*,103,23.56,1044,115.13,1,4,4,131,28,Bangladesh,1,1,0,0
Mahmudullah (2007-2017),2007-2017,2007,2017,60,53,11,837,64*,64,19.92,724,115.60,0,3,2,61,29,Bangladesh,1,0,0,0
Sabbir Rahman (2014-2017),2014-2017,2014,2017,33,32,5,745,80,80,27.59,618,120.55,0,3,0,69,22,Bangladesh,1,0,1,1
Mushfiqur Rahim (2006-2017),2006-2017,2006,2017,61,53,9,741,50,50,16.84,655,113.12,0,1,3,61,19,Bangladesh,1,0,0,0
Soumya Sarkar (2015-2017),2015-2017,2015,2017,26,26,0,534,48,48,20.53,417,128.05,0,0,4,62,17,Bangladesh,1,0,0,1
Mohammad Ashraful (2007-2013),2007-2013,2007,2013,23,23,0,450,65,65,19.56,356,126.40,0,2,2,48,11,Bangladesh,1,0,0,1
Mashrafe Mortaza (2006-2017),2006-2017,2006,2017,54,39,11,377,36,36,13.46,277,136.10,0,0,6,28,23,Bangladesh,1,0,0,1
Nasir Hossain (2011-2016),2011-2016,2011,2016,31,24,4,370,50*,50,18.50,326,113.49,0,2,2,30,7,Bangladesh,1,0,0,0
Anamul Haque (2012-2015),2012-2015,2012,2015,13,13,2,355,58,58,32.27,301,117.94,0,1,1,38,12,Bangladesh,1,0,0,0
Aftab Ahmed (2006-2010),2006-2010,2006,2010,11,11,1,228,62*,62,22.80,178,128.08,0,1,0,26,6,Bangladesh,1,0,0,0
Nazimuddin (2007-2008),2007-2008,2007,2008,7,7,0,178,81,81,25.42,158,112.65,0,1,2,13,10,Bangladesh,1,0,0,0
Junaid Siddique (2007-2012),2007-2012,2007,2012,7,7,0,159,71,71,22.71,108,147.22,0,1,1,16,7,Bangladesh,1,0,0,0
Naeem Islam (2008-2013),2008-2013,2008,2013,10,10,1,130,28,28,14.44,114,114.03,0,0,0,8,7,Bangladesh,1,0,0,0
Imrul Kayes (2010-2017),2010-2017,2010,2017,14,13,0,119,36,36,9.15,134,88.80,0,0,4,14,3,Bangladesh,1,0,0,0
Ziaur Rahman (2012-2014),2012-2014,2012,2014,14,12,3,117,40*,40,13.00,91,128.57,0,0,3,3,10,Bangladesh,1,0,0,0
Mosaddek Hossain (2016-2017),2016-2017,2016,2017,6,6,1,99,34*,34,19.80,91,108.79,0,0,0,7,3,Bangladesh,1,0,0,0
Shamsur Rahman (2013-2014),2013-2014,2013,2014,9,8,0,86,53,53,10.75,85,101.17,0,1,2,12,1,Bangladesh,1,0,0,0
Mohammad Mithun (2014-2016),2014-2016,2014,2016,12,8,0,85,47,47,10.62,93,91.39,0,0,2,6,3,Bangladesh,1,0,0,0
Nurul Hasan (2016-2017),2016-2017,2016,2017,9,8,4,78,30*,30,19.50,63,123.80,0,0,1,9,0,Bangladesh,1,0,0,0
Farhad Reza (2006-2014),2006-2014,2006,2014,13,9,0,72,19,19,8.00,88,81.81,0,0,1,4,2,Bangladesh,1,0,0,0
Mohammad Saifuddin (2017-2017),2017-2017,2017,2017,4,3,1,68,39*,39,34.00,58,117.24,0,0,0,5,2,Bangladesh,1,0,0,0
Mominul Haque (2012-2014),2012-2014,2012,2014,6,4,1,60,26*,26,20.00,50,120.00,0,0,0,5,2,Bangladesh,1,0,0,0
Liton Das (2015-2017),2015-2017,2015,2017,4,4,0,58,22,22,14.50,52,111.53,0,0,0,3,2,Bangladesh,1,0,0,0
Alok Kapali (2007-2011),2007-2011,2007,2011,7,7,2,57,19,19,11.40,85,67.05,0,0,2,3,1,Bangladesh,1,0,0,0
Sohag Gazi (2012-2015),2012-2015,2012,2015,10,7,3,57,24,24,14.25,59,96.61,0,0,0,3,1,Bangladesh,1,0,0,0
Raqibul Hasan (2008-2010),2008-2010,2008,2010,5,5,0,51,18,18,10.20,62,82.25,0,0,0,3,1,Bangladesh,1,0,0,0
Abdur Razzak (2006-2014),2006-2014,2006,2014,34,20,10,41,9,9,4.10,74,55.40,0,0,5,1,0,Bangladesh,1,0,0,0
Shuvagata Hom (2016-2016),2016-2016,2016,2016,5,4,2,35,16*,16,17.50,35,100.00,0,0,0,3,1,Bangladesh,1,0,0,0
Arafat Sunny (2014-2016),2014-2016,2014,2016,10,6,3,34,10,10,11.33,30,113.33,0,0,0,3,1,Bangladesh,1,0,0,0
Jahurul Islam (2010-2013),2010-2013,2010,2013,3,3,0,31,18,18,10.33,23,134.78,0,0,0,3,1,Bangladesh,1,0,0,0
Mehidy Hasan Miraz (2017-2017),2017-2017,2017,2017,3,3,0,27,14,14,9.00,19,142.10,0,0,1,1,2,Bangladesh,1,0,0,0
Nadif Chowdhury (2006-2007),2006-2007,2006,2007,3,3,0,27,12,12,9.00,23,117.39,0,0,0,2,0,Bangladesh,1,0,0,0
Shahriar Nafees (2006-2006),2006-2006,2006,2006,1,1,0,25,25,25,25.00,17,147.05,0,0,0,3,1,Bangladesh,1,0,0,0
Rony Talukdar (2015-2015),2015-2015,2015,2015,1,1,0,21,21,21,21.00,22,95.45,0,0,0,0,1,Bangladesh,1,0,0,0
Taskin Ahmed (2014-2017),2014-2017,2014,2017,17,5,2,21,15*,15,7.00,22,95.45,0,0,1,2,1,Bangladesh,1,0,0,0
Muktar Ali (2016-2016),2016-2016,2016,2016,1,1,1,19,19*,19,-,15,126.66,0,0,0,1,1,Bangladesh,1,0,0,0
Shafiul Islam (2010-2017),2010-2017,2010,2017,12,5,1,19,16,16,4.75,27,70.37,0,0,1,1,1,Bangladesh,1,0,0,0
Mehrab Hossain jnr (2008-2009),2008-2009,2008,2009,2,2,1,16,10,10,16.00,25,64.00,0,0,0,1,0,Bangladesh,1,0,0,0
Rubel Hossain (2009-2017),2009-2017,2009,2017,16,9,7,15,8*,8,7.50,23,65.21,0,0,1,1,0,Bangladesh,1,0,0,0
Abu Hider (2016-2016),2016-2016,2016,2016,5,1,0,14,14,14,14.00,10,140.00,0,0,0,1,1,Bangladesh,1,0,0,0
Mohammad Rafique (2006-2006),2006-2006,2006,2006,1,1,0,13,13,13,13.00,5,260.00,0,0,0,3,0,Bangladesh,1,0,0,0
Abul Hasan (2012-2012),2012-2012,2012,2012,4,1,0,9,9,9,9.00,8,112.50,0,0,0,1,0,Bangladesh,1,0,0,0
Elias Sunny (2012-2012),2012-2012,2012,2012,7,4,2,9,5,5,4.50,9,100.00,0,0,0,1,0,Bangladesh,1,0,0,0
Mustafizur Rahman (2015-2017),2015-2017,2015,2017,17,6,2,8,6,6,2.00,15,53.33,0,0,2,0,1,Bangladesh,1,0,0,0
Shahadat Hossain (2006-2013),2006-2013,2006,2013,6,5,3,8,4*,4,4.00,12,66.66,0,0,1,0,0,Bangladesh,1,0,0,0
Al-Amin Hossain (2013-2016),2013-2016,2013,2016,25,5,3,7,5*,5,3.50,12,58.33,0,0,1,1,0,Bangladesh,1,0,0,0
Syed Rasel (2007-2008),2007-2008,2007,2008,8,3,1,7,6,6,3.50,9,77.77,0,0,0,1,0,Bangladesh,1,0,0,0
Nazmus Sadat (2006-2006),2006-2006,2006,2006,1,1,0,4,4,4,4.00,3,133.33,0,0,0,0,0,Bangladesh,1,0,0,0
Nazmul Hossain (2009-2012),2009-2012,2009,2012,4,2,2,3,3*,3,-,15,20.00,0,0,0,0,0,Bangladesh,1,0,0,0
Dhiman Ghosh (2008-2008),2008-2008,2008,2008,1,1,0,1,1,1,1.00,2,50.00,0,0,0,0,0,Bangladesh,1,0,0,0
Suhrawadi Shuvo (2010-2010),2010-2010,2010,2010,1,1,1,1,1*,1,-,3,33.33,0,0,0,0,0,Bangladesh,1,0,0,0
Jubair Hossain (2015-2015),2015-2015,2015,2015,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,1,0,0,0
Mohammad Shahid (2016-2016),2016-2016,2016,2016,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,1,0,0,0
Robiul Islam (2013-2013),2013-2013,2013,2013,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,1,0,0,0
Sajedul Islam (2013-2013),2013-2013,2013,2013,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,1,0,0,0
Saqlain Sajib (2016-2016),2016-2016,2016,2016,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,1,0,0,0
Shaiman Anwar (2014-2017),2014-2017,2014,2017,26,26,2,747,117*,117,31.12,616,121.26,1,4,1,59,29,U.A.E.,1,0,1,1
Rohan Mustafa (2014-2017),2014-2017,2014,2017,24,23,1,411,77,77,18.68,343,119.82,0,2,2,43,15,U.A.E.,1,0,0,0
Muhammad Usman (2016-2017),2016-2017,2016,2017,19,18,3,382,58,58,25.46,349,109.45,0,1,1,39,11,U.A.E.,1,0,0,0
Mohammad Shahzad (2015-2017),2015-2017,2015,2017,20,20,2,281,52,52,15.61,239,117.57,0,1,2,25,11,U.A.E.,1,0,0,0
Amjad Javed (2014-2017),2014-2017,2014,2017,22,18,3,271,76,76,18.06,242,111.98,0,1,1,17,15,U.A.E.,1,0,0,0
Rameez Shahzad (2016-2017),2016-2017,2016,2017,8,8,2,196,49,49,32.66,156,125.64,0,0,1,17,5,U.A.E.,1,0,0,0
SP Patil (2014-2016),2014-2016,2014,2016,18,13,0,187,37,37,14.38,218,85.77,0,0,3,16,4,U.A.E.,1,0,0,0
Mohammad Naveed (2015-2017),2015-2017,2015,2017,22,18,8,137,25*,25,13.70,115,119.13,0,0,2,14,6,U.A.E.,1,0,0,0
Muhammad Kaleem (2016-2016),2016-2016,2016,2016,9,9,0,97,50,50,10.77,116,83.62,0,1,1,9,3,U.A.E.,1,0,0,0
Faizan Asif (2014-2015),2014-2015,2014,2015,6,6,0,80,28,28,13.33,64,125.00,0,0,0,9,3,U.A.E.,1,0,0,0
Khurram Khan (2014-2014),2014-2014,2014,2014,3,3,0,73,31,31,24.33,73,100.00,0,0,0,8,0,U.A.E.,1,0,0,0
Ghulam Shabber (2016-2017),2016-2017,2016,2017,8,5,2,50,20,20,16.66,43,116.27,0,0,0,4,2,U.A.E.,1,0,0,0
Amjad Ali (2014-2015),2014-2015,2014,2015,5,5,1,42,20,20,10.50,52,80.76,0,0,0,6,0,U.A.E.,1,0,0,0
Ahmed Raza (2014-2017),2014-2017,2014,2017,21,8,4,41,12,12,10.25,72,56.94,0,0,1,0,1,U.A.E.,1,0,0,0
Mohammed Qasim (2016-2017),2016-2017,2016,2017,3,3,1,36,13*,13,18.00,51,70.58,0,0,0,2,0,U.A.E.,1,0,0,0
Abdul Shakoor (2015-2015),2015-2015,2015,2015,4,3,1,28,20*,20,14.00,34,82.35,0,0,0,2,0,U.A.E.,1,0,0,0
Amjad Gul (2015-2016),2015-2016,2015,2016,4,3,0,28,24,24,9.33,30,93.33,0,0,0,3,1,U.A.E.,1,0,0,0
Umair Ali (2015-2015),2015-2015,2015,2015,3,3,2,22,13,13,22.00,18,122.22,0,0,0,2,1,U.A.E.,1,0,0,0
Kamran Shazad (2014-2014),2014-2014,2014,2014,3,2,0,21,21,21,10.50,17,123.52,0,0,1,1,2,U.A.E.,1,0,0,0
Fahad Tariq (2016-2016),2016-2016,2016,2016,6,5,1,19,16,16,4.75,24,79.16,0,0,2,1,1,U.A.E.,1,0,0,0
EHSN Silva (2014-2014),2014-2014,2014,2014,2,2,1,16,13*,13,16.00,22,72.72,0,0,0,1,0,U.A.E.,1,0,0,0
Saqlain Haider (2016-2016),2016-2016,2016,2016,6,5,1,14,7,7,3.50,35,40.00,0,0,0,0,0,U.A.E.,1,0,0,0
Usman Mushtaq (2016-2016),2016-2016,2016,2016,3,2,1,13,9,9,13.00,24,54.16,0,0,0,1,0,U.A.E.,1,0,0,0
Fayyaz Ahmed (2015-2015),2015-2015,2015,2015,1,1,0,11,11,11,11.00,12,91.66,0,0,0,2,0,U.A.E.,1,0,0,0
V Shetty (2014-2014),2014-2014,2014,2014,2,2,1,11,10,10,11.00,13,84.61,0,0,0,1,0,U.A.E.,1,0,0,0
Adnan Mufti (2017-2017),2017-2017,2017,2017,1,1,1,7,7*,7,-,7,100.00,0,0,0,0,0,U.A.E.,1,0,0,0
Qadeer Ahmed (2015-2016),2015-2016,2015,2016,8,4,3,7,5*,5,7.00,12,58.33,0,0,1,1,0,U.A.E.,1,0,0,0
Farhan Ahmed (2016-2016),2016-2016,2016,2016,3,1,0,4,4,4,4.00,8,50.00,0,0,0,0,0,U.A.E.,1,0,0,0
Mohammad Tauqir (2015-2015),2015-2015,2015,2015,3,2,1,4,4,4,4.00,6,66.66,0,0,0,1,0,U.A.E.,1,0,0,0
AM Guruge (2014-2015),2014-2015,2014,2015,5,3,2,3,1*,1,3.00,8,37.50,0,0,0,0,0,U.A.E.,1,0,0,0
Zaheer Maqsood (2015-2016),2015-2016,2015,2016,3,1,0,2,2,2,2.00,5,40.00,0,0,0,0,0,U.A.E.,1,0,0,0
Muhammed Shanil (2016-2016),2016-2016,2016,2016,1,1,1,1,1*,1,-,3,33.33,0,0,0,0,0,U.A.E.,1,0,0,0
L Sreekumar (2017-2017),2017-2017,2017,2017,1,1,0,0,0,0,0.00,1,0.00,0,0,1,0,0,U.A.E.,1,0,0,0
Atif Ali Khan (2016-2016),2016-2016,2016,2016,1,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,1,0,0,0
Imran Haider (2016-2017),2016-2017,2016,2017,5,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,1,0,0,0
Nasir Aziz (2015-2015),2015-2015,2015,2015,1,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,1,0,0,0
Sharif Asadullah (2014-2014),2014-2014,2014,2014,1,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,1,0,0,0
Sultan Ahmed (2017-2017),2017-2017,2017,2017,2,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,1,0,0,0
Zahoor Khan (2017-2017),2017-2017,2017,2017,3,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,1,0,0,0
WTS Porterfield (2008-2017),2008-2017,2008,2017,56,54,6,1002,72,72,20.87,903,110.96,0,3,5,114,20,Ireland,1,1,0,0
PR Stirling (2009-2017),2009-2017,2009,2017,44,43,4,975,79,79,25.00,731,133.37,0,6,6,121,30,Ireland,1,0,0,1
GC Wilson (2008-2017),2008-2017,2008,2017,53,46,6,891,65*,65,22.27,852,104.57,0,2,4,83,13,Ireland,1,0,0,0
"KJ O'Brien (2008-2017)",2008-2017,2008,2017,59,52,9,702,42*,42,16.32,595,117.98,0,0,8,49,28,Ireland,1,0,0,0
"NJ O'Brien (2008-2016)",2008-2016,2008,2016,30,28,2,466,50,50,17.92,475,98.10,0,1,0,40,7,Ireland,1,0,0,0
EC Joyce (2012-2014),2012-2014,2012,2014,16,14,3,404,78*,78,36.72,428,94.39,0,1,0,30,5,Ireland,1,0,0,0
DT Johnston (2008-2013),2008-2013,2008,2013,30,19,7,249,62,62,20.75,184,135.32,0,1,1,13,11,Ireland,1,0,0,0
JF Mooney (2009-2015),2009-2015,2009,2015,27,23,9,231,31*,31,16.50,214,107.94,0,0,0,25,1,Ireland,1,0,0,0
AR Cusack (2008-2015),2008-2015,2008,2015,37,21,6,229,65,65,15.26,177,129.37,0,1,1,17,6,Ireland,1,0,0,0
AD Poynter (2012-2016),2012-2016,2012,2016,19,14,3,219,57,57,19.90,184,119.02,0,1,1,21,8,Ireland,1,0,0,0
SR Thompson (2014-2017),2014-2017,2014,2017,20,14,3,173,56,56,15.72,124,139.51,0,1,1,15,9,Ireland,1,0,0,0
SW Poynter (2015-2017),2015-2017,2015,2017,14,12,0,152,39,39,12.66,136,111.76,0,0,0,17,3,Ireland,1,0,0,0
AR White (2008-2012),2008-2012,2008,2012,18,12,6,137,29,29,22.83,128,107.03,0,0,0,12,2,Ireland,1,0,0,0
AC Botha (2008-2010),2008-2010,2008,2010,14,11,1,130,38,38,13.00,141,92.19,0,0,2,12,1,Ireland,1,0,0,0
MC Sorensen (2012-2016),2012-2016,2012,2016,26,11,6,92,26,26,18.40,79,116.45,0,0,1,4,3,Ireland,1,0,0,0
A Balbirnie (2015-2016),2015-2016,2015,2016,10,7,0,84,31,31,12.00,94,89.36,0,0,1,9,0,Ireland,1,0,0,0
GH Dockrell (2010-2017),2010-2017,2010,2017,46,16,7,78,13*,13,8.66,77,101.29,0,0,3,4,1,Ireland,1,0,0,0
GJ Thompson (2016-2017),2016-2017,2016,2017,8,7,1,75,44,44,12.50,78,96.15,0,0,2,9,1,Ireland,1,0,0,0
AR McBrine (2014-2017),2014-2017,2014,2017,19,11,5,73,14*,14,12.16,70,104.28,0,0,1,6,1,Ireland,1,0,0,0
DA Rankin (2015-2016),2015-2016,2015,2016,2,2,0,49,34,34,24.50,54,90.74,0,0,0,3,2,Ireland,1,0,0,0
L Tucker (2016-2017),2016-2017,2016,2017,4,4,0,43,16,16,10.75,42,102.38,0,0,0,4,1,Ireland,1,0,0,0
NG Jones (2010-2012),2010-2012,2010,2012,5,4,2,42,14*,14,21.00,38,110.52,0,0,1,1,2,Ireland,1,0,0,0
WB Rankin (2009-2017),2009-2017,2009,2017,24,6,4,31,16*,16,15.50,32,96.87,0,0,0,2,1,Ireland,1,0,0,0
TE Kane (2015-2015),2015-2015,2015,2015,5,2,1,28,26*,26,28.00,20,140.00,0,0,0,3,0,Ireland,1,0,0,0
TJ Murtagh (2012-2016),2012-2016,2012,2016,14,5,3,26,12*,12,13.00,25,104.00,0,0,0,0,1,Ireland,1,0,0,0
J Anderson (2015-2015),2015-2015,2015,2015,4,2,0,12,9,9,6.00,18,66.66,0,0,0,1,0,Ireland,1,0,0,0
WK McCallan (2008-2009),2008-2009,2008,2009,9,3,2,11,9*,9,11.00,15,73.33,0,0,1,1,0,Ireland,1,0,0,0
RM West (2009-2009),2009-2009,2009,2009,5,4,1,11,8,8,3.66,11,100.00,0,0,0,1,0,Ireland,1,0,0,0
J Mulder (2016-2017),2016-2017,2016,2017,8,4,2,6,5*,5,3.00,11,54.54,0,0,1,0,0,Ireland,1,0,0,0
R Strydom (2008-2008),2008-2008,2008,2008,4,2,1,6,5*,5,6.00,7,85.71,0,0,0,0,0,Ireland,1,0,0,0
PC Connell (2008-2010),2008-2010,2008,2010,9,3,2,4,3*,3,4.00,7,57.14,0,0,1,0,0,Ireland,1,0,0,0
SP Terry (2016-2016),2016-2016,2016,2016,1,1,0,4,4,4,4.00,6,66.66,0,0,0,0,0,Ireland,1,0,0,0
CA Young (2015-2017),2015-2017,2015,2017,15,3,2,4,2*,2,4.00,7,57.14,0,0,0,0,0,Ireland,1,0,0,0
JP Bray (2009-2009),2009-2009,2009,2009,2,2,0,2,2,2,1.00,17,11.76,0,0,1,0,0,Ireland,1,0,0,0
JNK Shannon (2013-2016),2013-2016,2013,2016,2,2,0,2,2,2,1.00,7,28.57,0,0,1,0,0,Ireland,1,0,0,0
GE Kidd (2010-2010),2010-2010,2010,2010,1,1,1,1,1*,1,-,1,100.00,0,0,0,0,0,Ireland,1,0,0,0
RD McCann (2012-2012),2012-2012,2012,2012,3,1,0,1,1,1,1.00,2,50.00,0,0,0,0,0,Ireland,1,0,0,0
J Little (2016-2017),2016-2017,2016,2017,2,1,0,0,0,0,0.00,3,0.00,0,0,1,0,0,Ireland,1,0,0,0
BJ McCarthy (2017-2017),2017-2017,2017,2017,2,2,0,0,0,0,0.00,1,0.00,0,0,2,0,0,Ireland,1,0,0,0
PS Eaglestone (2010-2010),2010-2010,2010,2010,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Ireland,1,0,0,0
GJ McCarter (2015-2015),2015-2015,2015,2015,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Ireland,1,0,0,0
KJ Coetzer (2008-2017),2008-2017,2008,2017,39,37,2,850,70,70,24.28,735,115.64,0,2,2,81,28,Scotland,1,0,0,0
RD Berrington (2008-2017),2008-2017,2008,2017,40,33,4,698,100,100,24.06,582,119.93,1,1,5,66,15,Scotland,1,0,0,0
CS MacLeod (2009-2017),2009-2017,2009,2017,28,27,3,489,60,60,20.37,452,108.18,0,4,3,37,13,Scotland,1,0,0,0
PL Mommsen (2012-2016),2012-2016,2012,2016,24,19,7,419,68*,68,34.91,329,127.35,0,2,1,32,11,Scotland,1,0,0,1
MW Machan (2013-2016),2013-2016,2013,2016,13,13,3,407,67*,67,40.70,318,127.98,0,3,0,37,7,Scotland,1,0,0,1
MH Cross (2013-2017),2013-2017,2013,2017,23,18,1,392,60,60,23.05,288,136.11,0,1,1,42,16,Scotland,1,0,0,1
HG Munsey (2015-2017),2015-2017,2015,2017,17,15,2,232,62*,62,17.84,187,124.06,0,1,3,40,2,Scotland,1,0,0,0
RR Watson (2007-2010),2007-2010,2007,2010,10,9,0,159,54,54,17.66,141,112.76,0,1,1,22,1,Scotland,1,0,0,0
DF Watts (2007-2012),2007-2012,2007,2012,11,9,0,137,46,46,15.22,127,107.87,0,0,2,13,3,Scotland,1,0,0,0
MA Leask (2013-2017),2013-2017,2013,2017,14,9,0,102,58,58,11.33,96,106.25,0,1,1,7,5,Scotland,1,0,0,0
NS Poonia (2007-2010),2007-2010,2007,2010,8,7,2,95,38*,38,19.00,108,87.96,0,0,2,3,1,Scotland,1,0,0,0
JH Stander (2009-2012),2009-2012,2009,2012,11,11,2,94,45,45,10.44,90,104.44,0,0,3,6,4,Scotland,1,0,0,0
GM Hamilton (2007-2010),2007-2010,2007,2010,12,8,0,90,32,32,11.25,110,81.81,0,0,0,6,1,Scotland,1,0,0,0
CD Wallace (2012-2017),2012-2017,2012,2017,12,9,5,90,26*,26,22.50,79,113.92,0,0,0,9,0,Scotland,1,0,0,0
RML Taylor (2013-2016),2013-2016,2013,2016,9,6,3,85,41*,41,28.33,58,146.55,0,0,0,6,4,Scotland,1,0,0,0
NFI McCallum (2007-2010),2007-2010,2007,2010,11,7,0,76,38,38,10.85,85,89.41,0,0,3,7,1,Scotland,1,0,0,0
SM Sharif (2012-2017),2012-2017,2012,2017,24,10,4,65,26,26,10.83,53,122.64,0,0,2,4,2,Scotland,1,0,0,0
RM Haq (2007-2013),2007-2013,2007,2013,21,12,7,64,21*,21,12.80,96,66.66,0,0,1,2,1,Scotland,1,0,0,0
CJO Smith (2007-2009),2007-2009,2007,2009,8,6,1,58,46*,46,11.60,54,107.40,0,0,3,6,0,Scotland,1,0,0,0
JH Davey (2012-2017),2012-2017,2012,2017,14,7,2,55,24,24,11.00,43,127.90,0,0,0,3,2,Scotland,1,0,0,0
GD Drummond (2008-2013),2008-2013,2008,2013,17,7,0,54,35,35,7.71,65,83.07,0,0,2,3,0,Scotland,1,0,0,0
MM Iqbal (2012-2013),2012-2013,2012,2013,6,3,0,46,31,31,15.33,45,102.22,0,0,0,4,1,Scotland,1,0,0,0
R Flannigan (2012-2012),2012-2012,2012,2012,4,4,1,38,18,18,12.66,33,115.15,0,0,1,4,0,Scotland,1,0,0,0
CD de Lange (2015-2017),2015-2017,2015,2017,8,3,0,35,22,22,11.66,22,159.09,0,0,0,2,2,Scotland,1,0,0,0
D Murphy (2013-2013),2013-2013,2013,2013,4,4,3,35,20,20,35.00,35,100.00,0,0,0,1,0,Scotland,1,0,0,0
JD Nel (2007-2010),2007-2010,2007,2010,10,5,2,34,13*,13,11.33,25,136.00,0,0,1,3,1,Scotland,1,0,0,0
MRJ Watt (2015-2017),2015-2017,2015,2017,18,6,3,31,11*,11,10.33,21,147.61,0,0,1,3,1,Scotland,1,0,0,0
G Goudie (2010-2013),2010-2013,2010,2013,9,6,2,25,9*,9,6.25,20,125.00,0,0,0,2,1,Scotland,1,0,0,0
SJS Smith (2010-2012),2010-2012,2010,2012,5,4,1,21,9,9,7.00,40,52.50,0,0,1,1,0,Scotland,1,0,0,0
CM Wright (2007-2009),2007-2009,2007,2009,3,1,0,14,14,14,14.00,18,77.77,0,0,0,0,0,Scotland,1,0,0,0
FRJ Coleman (2013-2013),2013-2013,2013,2013,1,1,0,9,9,9,9.00,13,69.23,0,0,0,1,0,Scotland,1,0,0,0
GA Rogers (2008-2009),2008-2009,2008,2009,2,2,2,7,6*,6,-,8,87.50,0,0,0,0,0,Scotland,1,0,0,0
JAR Blain (2007-2008),2007-2008,2007,2008,6,3,1,4,3*,3,2.00,5,80.00,0,0,1,0,0,Scotland,1,0,0,0
NM Carter (2013-2013),2013-2013,2013,2013,7,2,0,4,3,3,2.00,12,33.33,0,0,0,0,0,Scotland,1,0,0,0
