Player,Innings Bowled In,Balls Bowled,Runs Conceded,Wickets Taken,Best Bowling In An Innings,Bowling Avg,Economy Rate,Bowling Strike Rate,Four Wickets In An Innings,Five Wickets In An Innings,40+ Wickets Taken,<30.00 Bowling Avg,<8.00 Economy Rate,<25.00 Bowling Strike Rate
HG Munsey (2015-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
D Murphy (2013-2013),-,,-,-,-,-,-,-,-,-,0,0,0,0
NS Poonia (2007-2010),-,,-,-,-,-,-,-,-,-,0,0,0,0
CJO Smith (2007-2009),-,,-,-,-,-,-,-,-,-,0,0,0,0
SJS Smith (2010-2012),-,,-,-,-,-,-,-,-,-,0,0,0,0
CD Wallace (2012-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
DF Watts (2007-2012),-,,-,-,-,-,-,-,-,-,0,0,0,0
Bilal Khan (N/A),15,330,400,21,4/20,19.04,7.27,15.7,1,0,0,0,0,0
Zeeshan Maqsood (N/A),11,228,266,10,3/22,26.60,7.00,22.8,0,0,0,0,0,0
Mehran Khan (N/A),9,168,197,9,3/18,21.88,7.03,18.6,0,0,0,0,0,0
M Ansari (N/A),10,225,334,8,3/37,41.75,8.82,28.3,0,0,0,0,0,0
Khawar Ali (N/A),12,"205,8",245,8,2/12,30.62,7.10,25.8,0,0,0,0,0,0
AV Lalcheta (N/A),13,"277,8",337,7,1/13,48.14,7.24,39.8,0,0,0,0,0,0
Aamir Kaleem (N/A),7,108,157,5,4/36,31.40,8.72,21.6,1,0,0,0,0,0
Mohammad Nadeem (N/A),6,102,127,4,2/24,31.75,7.47,25.5,0,0,0,0,0,0
Kaleemullah (N/A),4,84,91,3,2/23,30.33,6.50,28.0,0,0,0,0,0,0
RJ Ranpura (N/A),2,36,32,3,2/17,10.66,5.33,12.0,0,0,0,0,0,0
Amir Ali (N/A),5,54,67,1,1/6,67.00,7.44,54.0,0,0,0,0,0,0
Sufyan Mehmood (N/A),2,"25,8",30,1,1/22,30.00,6.66,27.0,0,0,0,0,0,0
Jatinder Singh (N/A),1,12,17,0,-,-,8.50,-,0,0,0,0,0,0
Adnan Ilyas (N/A),-,,-,-,-,-,-,-,-,-,0,0,0,0
Aqib Ilyas (N/A),-,,-,-,-,-,-,-,-,-,0,0,0,0
Khurram Nawaz (N/A),-,,-,-,-,-,-,-,-,-,0,0,0,0
Naseem Khushi (N/A),-,,-,-,-,-,-,-,-,-,0,0,0,0
A Poulose (N/A),-,,-,-,-,-,-,-,-,-,0,0,0,0
Sultan Ahmed (N/A),-,,-,-,-,-,-,-,-,-,0,0,0,0
VS Wategaonkar (N/A),-,,-,-,-,-,-,-,-,-,0,0,0,0
Zeeshan Siddiqui (N/A),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mohammad Nabi (2010-2017),58,"1232,4",1487,59,4/10,25.20,7.23,20.9,3,0,1,1,1,1
Rashid Khan (2015-2017),27,612,603,42,5/3,14.35,5.91,14.5,0,1,1,1,1,1
Dawlat Zadran (2012-2017),33,720,953,39,4/44,24.43,7.94,18.4,1,0,0,1,1,1
Hamid Hassan (2010-2016),22,"476,4",523,32,4/22,16.34,6.56,14.9,1,0,0,0,0,0
Shapoor Zadran (2010-2017),32,597,761,31,2/9,24.54,7.62,19.3,0,0,0,1,1,1
Amir Hamza (2013-2017),31,636,716,29,3/39,24.68,6.75,21.9,0,0,0,1,1,1
Samiullah Shenwari (2010-2017),37,"620,4",660,28,5/13,23.57,6.36,22.2,1,1,0,1,1,1
Karim Sadiq (2010-2016),28,420,482,14,3/17,34.42,6.88,30.0,0,0,0,0,0,0
Mirwais Ashraf (2010-2016),22,"391,2",444,14,2/6,31.71,6.79,28.0,0,0,0,0,0,0
Karim Janat (2016-2017),11,222,313,12,3/24,26.08,8.45,18.5,0,0,0,0,0,0
Fareed Ahmad (2016-2017),7,156,193,11,3/35,17.54,7.42,14.1,0,0,0,0,0,0
Gulbadin Naib (2012-2017),19,228,352,8,2/24,44.00,9.26,28.5,0,0,0,0,0,0
Aftab Alam (2012-2016),7,135,199,7,2/23,28.42,8.71,19.5,0,0,0,0,0,0
Sayed Shirzad (2015-2016),3,66,74,7,3/16,10.57,6.72,9.4,0,0,0,0,0,0
Izatullah Dawlatzai (2012-2012),4,72,134,6,3/33,22.33,11.16,12.0,0,0,0,0,0,0
Rokhan Barakzai (2015-2015),3,60,75,6,2/21,12.50,7.50,10.0,0,0,0,0,0,0
Yamin Ahmadzai (2015-2015),2,"42,6",65,5,3/34,13.00,9.06,8.6,0,0,0,0,0,0
Nawroz Mangal (2010-2017),6,60,80,4,3/23,20.00,8.00,15.0,0,0,0,0,0,0
Sharafuddin Ashraf (2015-2015),4,84,119,3,3/27,39.66,8.50,28.0,0,0,0,0,0,0
Dawlat Ahmadzai (2010-2010),2,24,46,2,1/21,23.00,11.50,12.0,0,0,0,0,0,0
M Nasim Baras (2015-2015),3,48,56,2,1/11,28.00,7.00,24.0,0,0,0,0,0,0
Asghar Stanikzai (2010-2017),1,"2,4",4,1,1/4,4.00,6.00,4.0,0,0,0,0,0,0
Zamir Khan (2012-2012),1,24,26,1,1/26,26.00,6.50,24.0,0,0,0,0,0,0
Afsar Zazai (2013-2013),-,,-,-,-,-,-,-,-,-,0,0,0,0
Hashmatullah Shahidi (2013-2013),-,,-,-,-,-,-,-,-,-,0,0,0,0
Hazratullah (2016-2016),-,,-,-,-,-,-,-,-,-,0,0,0,0
Javed Ahmadi (2012-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mohammad Shahzad (2010-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Najeeb Tarakai (2014-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Najibullah Zadran (2012-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Noor Ali Zadran (2010-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Raees Ahmadzai (2010-2010),-,,-,-,-,-,-,-,-,-,0,0,0,0
Shabir Noori (2012-2012),-,,-,-,-,-,-,-,-,-,0,0,0,0
Shafiqullah (2010-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Usman Ghani (2015-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
