,Country,Team_Matches_Played,Matches_Won,Matches_Lost,Matches_Tied,Matches_With_No_Result,Win/Loss_Ratio,Avg_Runs_Per_Wicket_Batting,Avg_Runs_Per_Six_Balls_Batting,Number_Of_Team_Innings_Batting,Highest_Team_Score_Batting,Lowest_Completed_Score_Batting,Avg_Runs_Per_Wicket_Bowling,Avg_Runs_Per_Six_Balls_Bowling,Number_Of_Team_Innings_Bowling,Highest_Team_Score_Bowling,Lowest_Completed_Score_Bowling,Pos,Matches,Points,Rating,Partners,Partnership_Career_Span,Partnership_Career_Start,Partnership_Career_End,Number_Of_Partnerships,Unbroken_Partnerships,Total_Partnership_Runs,Highest_Partnership,Avg_Partnership_Per_Dismissal,Century_Partnerships,Fifty_Runs_And_Over_Partnerships,Margin,Target,Opposition,Ground,Match_Date,Scorecard
5338,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"LE Bosman, AB de Villiers",2009-2009,2009.0,2009.0,1,0,1,1,1.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5339,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, M Morkel",2010-2010,2010.0,2010.0,1,0,1,1,1.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5340,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, M Morkel",2010-2010,2010.0,2010.0,1,0,1,1,1.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5341,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, M Morkel",2010-2010,2010.0,2010.0,1,0,1,1,1.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5342,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, M Morkel",2010-2010,2010.0,2010.0,1,0,1,1,1.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5343,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, M Morkel",2010-2010,2010.0,2010.0,1,0,1,1,1.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5344,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, M Morkel",2010-2010,2010.0,2010.0,1,0,1,1,1.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5345,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, M Morkel",2010-2010,2010.0,2010.0,1,0,1,1,1.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5346,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, JL Ontong",2012-2012,2012.0,2012.0,1,0,1,1,1.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5347,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, JL Ontong",2012-2012,2012.0,2012.0,1,0,1,1,1.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5348,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, JL Ontong",2012-2012,2012.0,2012.0,1,0,1,1,1.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5349,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, JL Ontong",2012-2012,2012.0,2012.0,1,0,1,1,1.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5350,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, JL Ontong",2012-2012,2012.0,2012.0,1,0,1,1,1.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5351,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, JL Ontong",2012-2012,2012.0,2012.0,1,0,1,1,1.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5352,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"J Botha, JL Ontong",2012-2012,2012.0,2012.0,1,0,1,1,1.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5353,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"HG Kuhn, J Theron",2011-2011,2011.0,2011.0,1,1,1,1*,-,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5354,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"HG Kuhn, J Theron",2011-2011,2011.0,2011.0,1,1,1,1*,-,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5355,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"HG Kuhn, J Theron",2011-2011,2011.0,2011.0,1,1,1,1*,-,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5356,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"HG Kuhn, J Theron",2011-2011,2011.0,2011.0,1,1,1,1*,-,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5357,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"HG Kuhn, J Theron",2011-2011,2011.0,2011.0,1,1,1,1*,-,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5358,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"HG Kuhn, J Theron",2011-2011,2011.0,2011.0,1,1,1,1*,-,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5359,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"HG Kuhn, J Theron",2011-2011,2011.0,2011.0,1,1,1,1*,-,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5360,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"KJ Abbott, RJ Peterson",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5361,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"KJ Abbott, RJ Peterson",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5362,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"KJ Abbott, RJ Peterson",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5363,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"KJ Abbott, RJ Peterson",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5364,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"KJ Abbott, RJ Peterson",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5365,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"KJ Abbott, RJ Peterson",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5366,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"KJ Abbott, RJ Peterson",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5367,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"F Behardien, RK Kleinveldt",2012-2012,2012.0,2012.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5368,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"F Behardien, RK Kleinveldt",2012-2012,2012.0,2012.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5369,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"F Behardien, RK Kleinveldt",2012-2012,2012.0,2012.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5370,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"F Behardien, RK Kleinveldt",2012-2012,2012.0,2012.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5371,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"F Behardien, RK Kleinveldt",2012-2012,2012.0,2012.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5372,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"F Behardien, RK Kleinveldt",2012-2012,2012.0,2012.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5373,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"F Behardien, RK Kleinveldt",2012-2012,2012.0,2012.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5374,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GH Bodi, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5375,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GH Bodi, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5376,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GH Bodi, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5377,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GH Bodi, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5378,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GH Bodi, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5379,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GH Bodi, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5380,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GH Bodi, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5381,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"AB de Villiers, CH Morris",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5382,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"AB de Villiers, CH Morris",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5383,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"AB de Villiers, CH Morris",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5384,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"AB de Villiers, CH Morris",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5385,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"AB de Villiers, CH Morris",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5386,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"AB de Villiers, CH Morris",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5387,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"AB de Villiers, CH Morris",2013-2013,2013.0,2013.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5388,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JP Duminy, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5389,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JP Duminy, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5390,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JP Duminy, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5391,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JP Duminy, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5392,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JP Duminy, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5393,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JP Duminy, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5394,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JP Duminy, HH Gibbs",2007-2007,2007.0,2007.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5395,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"T Henderson, JJ van der Wath",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5396,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"T Henderson, JJ van der Wath",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5397,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"T Henderson, JJ van der Wath",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5398,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"T Henderson, JJ van der Wath",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5399,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"T Henderson, JJ van der Wath",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5400,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"T Henderson, JJ van der Wath",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5401,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"T Henderson, JJ van der Wath",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5402,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JH Kallis, JA Rudolph",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5403,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JH Kallis, JA Rudolph",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5404,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JH Kallis, JA Rudolph",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5405,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JH Kallis, JA Rudolph",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5406,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JH Kallis, JA Rudolph",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5407,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JH Kallis, JA Rudolph",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5408,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JH Kallis, JA Rudolph",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5409,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JA Rudolph, M Zondeki",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5410,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JA Rudolph, M Zondeki",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5411,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JA Rudolph, M Zondeki",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5412,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JA Rudolph, M Zondeki",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5413,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JA Rudolph, M Zondeki",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5414,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JA Rudolph, M Zondeki",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5415,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"JA Rudolph, M Zondeki",2006-2006,2006.0,2006.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5416,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GC Smith, RE van der Merwe",2009-2009,2009.0,2009.0,1,0,0,0,0.00,0,0,130 runs,212,v Scotland,The Oval,07-Jun-09,T20I # 94
5417,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GC Smith, RE van der Merwe",2009-2009,2009.0,2009.0,1,0,0,0,0.00,0,0,84 runs,242,v England,Centurion,15-Nov-09,T20I # 125
5418,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GC Smith, RE van der Merwe",2009-2009,2009.0,2009.0,1,0,0,0,0.00,0,0,83 runs,225,v Bangladesh,Potchefstroom,29-Oct-17,T20I # 628
5419,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GC Smith, RE van der Merwe",2009-2009,2009.0,2009.0,1,0,0,0,0.00,0,0,78 runs,186,v New Zealand,Auckland,17-Feb-17,T20I # 595
5420,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GC Smith, RE van der Merwe",2009-2009,2009.0,2009.0,1,0,0,0,0.00,0,0,69 runs,196,v West Indies,Durban,14-Jan-15,T20I # 415
5421,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GC Smith, RE van der Merwe",2009-2009,2009.0,2009.0,1,0,0,0,0.00,0,0,59 runs,140,v Afghanistan,Bridgetown,05-May-10,T20I # 162
5422,South Africa,100,59,40,0,1,1.475,27.32,8.1,100,241,100,21.12,7.76,100,236,80,6,20,"2,238",112,"GC Smith, RE van der Merwe",2009-2009,2009.0,2009.0,1,0,0,0,0.00,0,0,52 runs,149,v Bangladesh,Dhaka,05-Jul-15,T20I # 428
5423,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, MN Samuels",2007-2016,2007.0,2016.0,18,0,576,152,32.00,1,2,84 runs,167,v Pakistan,Dhaka,01-Apr-14,T20I # 397
5424,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, MN Samuels",2007-2016,2007.0,2016.0,18,0,576,152,32.00,1,2,74 runs,206,v Australia,Colombo (RPS),05-Oct-12,T20I # 288
5425,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, MN Samuels",2007-2016,2007.0,2016.0,18,0,576,152,32.00,1,2,73 runs,172,v Bangladesh,Dhaka,25-Mar-14,T20I # 385
5426,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, MN Samuels",2007-2016,2007.0,2016.0,18,0,576,152,32.00,1,2,70 runs,139,v Ireland,Providence,30-Apr-10,T20I # 152
5427,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, MN Samuels",2007-2016,2007.0,2016.0,18,0,576,152,32.00,1,2,61 runs,178,v New Zealand,Lauderhill,01-Jul-12,T20I # 248
5428,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, MN Samuels",2007-2016,2007.0,2016.0,18,0,576,152,32.00,1,2,56 runs,210,v New Zealand,Lauderhill,30-Jun-12,T20I # 247
5429,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, DR Smith",2012-2015,2012.0,2015.0,15,0,537,97,35.80,0,4,84 runs,167,v Pakistan,Dhaka,01-Apr-14,T20I # 397
5430,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, DR Smith",2012-2015,2012.0,2015.0,15,0,537,97,35.80,0,4,74 runs,206,v Australia,Colombo (RPS),05-Oct-12,T20I # 288
5431,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, DR Smith",2012-2015,2012.0,2015.0,15,0,537,97,35.80,0,4,73 runs,172,v Bangladesh,Dhaka,25-Mar-14,T20I # 385
5432,West Indies,91,45,40,3,3,1.125,23.1,7.73,89,245,101,23.0,7.69,91,244,68,3,20,"2,395",120,"CH Gayle, DR Smith",2012-2015,2012.0,2015.0,15,0,537,97,35.80,0,4,70 runs,139,v Ireland,Providence,30-Apr-10,T20I # 152
